,date,time,text,sentiment,target,text_tokenized,joined_tokens
192,2/22/2022,9:27:43 PM, has anyone else been getting perma stuck in combat in zereth mortis?,Negative,Game,"['anyone', 'else', 'getting', 'perma', 'stuck', 'combat', 'zereth', 'mortis']",anyone else getting perma stuck combat zereth mortis
193,2/22/2022,6:03:17 PM, one more k,Negative,Game,"['one', 'k']",one k
194,2/23/2022,9:25:28 PM, warriors on suicide watch with these new sets,Negative,Game,"['warriors', 'suicide', 'watch', 'new', 'sets']",warriors suicide watch new sets
195,2/23/2022,9:32:44 PM," remember when they said the ""ripcord"" didnt exist and was impossible and then pulled it the next patch when profits started to suffer? lmao",Negative,Game,"['remember', 'said', 'ripcord', 'didnt', 'exist', 'impossible', 'pulled', 'next', 'patch', 'profits', 'started', 'suffer', 'lmao']",remember said ripcord didnt exist impossible pulled next patch profits started suffer lmao
196,2/22/2022,8:40:34 PM," yup, it seems like oribos is broken.",Negative,Game,"['yup', 'seems', 'like', 'oribos', 'broken']",yup seems like oribos broken
197,2/22/2022,11:02:53 PM, shadowlands is garbo,Negative,Game,"['shadowlands', 'garbo']",shadowlands garbo
198,2/22/2022,5:23:13 PM, have you tried not falling toward the sin eater?,Negative,Game,"['tried', 'falling', 'toward', 'sin', 'eater']",tried falling toward sin eater
199,2/22/2022,8:58:42 PM, oribos bugged?,Negative,Game,"['oribos', 'bugged']",oribos bugged
200,2/22/2022,6:09:43 PM," omg, all that time in korthia 233 trash gear.",Negative,Game,"['omg', 'time', 'korthia', 'trash', 'gear']",omg time korthia trash gear
201,2/22/2022,8:38:37 PM, good game... rofl,Negative,Game,"['good', 'game', 'rofl']",good game rofl
202,2/22/2022,8:07:03 PM, yeah these transmogs are fucking terrible,Negative,Game,"['yeah', 'transmogs', 'fucking', 'terrible']",yeah transmogs fucking terrible
203,2/23/2022,1:08:42 AM," f that, bliz is still gonna scale  and u might even feel squishier as u gain ilevels,    but yea questing is going to be long so yea",Negative,Game,"['f', 'bliz', 'still', 'gonna', 'scale', 'might', 'even', 'feel', 'squishier', 'gain', 'ilevels', 'yea', 'questing', 'going', 'long', 'yea']",f bliz still gonna scale might even feel squishier gain ilevels yea questing going long yea
204,2/22/2022,10:31:21 PM, yup,Negative,Game,['yup'],yup
205,2/22/2022,8:33:47 AM, never do that lol always the day after,Negative,Game,"['never', 'lol', 'always', 'day']",never lol always day
206,2/23/2022,2:08:15 PM, new patch and no new dungeons lazy fucks blizz,Negative,Game,"['new', 'patch', 'new', 'dungeons', 'lazy', 'fucks', 'blizz']",new patch new dungeons lazy fucks blizz
207,2/23/2022,8:53:32 AM," 8 hours holy shit, that's forever",Negative,Game,"['hours', 'holy', 'shit', 'forever']",hours holy shit forever
208,2/22/2022,8:55:18 PM, waaah stfu,Negative,Game,"['waaah', 'stfu']",waaah stfu
209,2/23/2022,9:24:31 PM, amost alll these new class sets are dogshit dude wtf,Negative,Game,"['amost', 'alll', 'new', 'class', 'sets', 'dogshit', 'dude', 'wtf']",amost alll new class sets dogshit dude wtf
210,2/23/2022,1:04:59 AM, more lag,Negative,Game,['lag'],lag
211,2/22/2022,10:01:06 PM, the entire game is broken atm,Negative,Game,"['entire', 'game', 'broken', 'atm']",entire game broken atm
212,2/22/2022,6:24:44 PM, i wonder how many people are upset because they spent so much time on the crappy korthia gear raising it to 233 and now you can just wipe you butt with it.,Negative,Game,"['wonder', 'many', 'people', 'upset', 'spent', 'much', 'time', 'crappy', 'korthia', 'gear', 'raising', 'wipe', 'butt']",wonder many people upset spent much time crappy korthia gear raising wipe butt
213,2/23/2022,12:53:41 AM, lmfaooo,Negative,Game,['lmfaooo'],lmfaooo
214,2/22/2022,5:21:18 PM, wanted to gear all my alts this week : /,Negative,Game,"['wanted', 'gear', 'alts', 'week']",wanted gear alts week
215,2/22/2022,8:13:37 PM, is a hasty voyage bugging out for anyone else?,Negative,Game,"['hasty', 'voyage', 'bugging', 'anyone', 'else']",hasty voyage bugging anyone else
216,2/23/2022,10:31:31 AM, mythic keystones look like trash,Negative,Game,"['mythic', 'keystones', 'look', 'like', 'trash']",mythic keystones look like trash
217,2/22/2022,9:09:39 PM, sry i sharted,Negative,Game,"['sry', 'sharted']",sry sharted
218,2/22/2022,9:03:03 PM, downside is you miss on on the initial 120 cyphers for alts but time saved,Negative,Game,"['downside', 'miss', 'initial', 'cyphers', 'alts', 'time', 'saved']",downside miss initial cyphers alts time saved
219,2/22/2022,8:53:26 PM, if the people will pay,Negative,Game,"['people', 'pay']",people pay
220,2/22/2022,10:11:20 PM, retail has no economy to talk about in trade chat,Negative,Game,"['retail', 'economy', 'talk', 'trade', 'chat']",retail economy talk trade chat
221,2/23/2022,10:28:55 AM, that's when the fix is released,Negative,Game,"['fix', 'released']",fix released
222,2/22/2022,8:47:22 PM, this raid set looks like you picked it up at the dollar store.,Negative,Game,"['raid', 'set', 'looks', 'like', 'picked', 'dollar', 'store']",raid set looks like picked dollar store
223,2/22/2022,8:23:30 PM, isn't sod loot bugged and currently untradable?,Negative,Game,"['sod', 'loot', 'bugged', 'currently', 'untradable']",sod loot bugged currently untradable
224,2/23/2022,2:26:22 PM," nothing to do for 2 weeks except 3 dailies, feels bad",Negative,Game,"['nothing', 'weeks', 'except', 'dailies', 'feels', 'bad']",nothing weeks except dailies feels bad
225,2/22/2022,8:40:41 PM, cant teleport out of it either,Negative,Game,"['cant', 'teleport', 'either']",cant teleport either
226,2/22/2022,6:20:15 PM, i'm just going to wait for legacy progression because i'm looking at the quests and the stuff you get. it's going to be like korthia. will go no where.,Negative,Game,"['going', 'wait', 'legacy', 'progression', 'looking', 'quests', 'stuff', 'get', 'going', 'like', 'korthia', 'go']",going wait legacy progression looking quests stuff get going like korthia go
227,2/22/2022,7:58:43 PM," report ripssi, an ah bot in shrine of two moons, there are other bots(multiboxing) on the same and other realms, they all stack the same spot, nearly always logged in on the ah.",Negative,Game,"['report', 'ripssi', 'ah', 'bot', 'shrine', 'two', 'moons', 'bots', 'multiboxing', 'realms', 'stack', 'spot', 'nearly', 'always', 'logged', 'ah']",report ripssi ah bot shrine two moons bots multiboxing realms stack spot nearly always logged ah
228,2/23/2022,9:24:39 PM, they were mostly the bad ones tbh ,Negative,Game,"['mostly', 'bad', 'ones', 'tbh']",mostly bad ones tbh
229,2/22/2022,6:09:17 PM, yup game is trash if u didnt know now you know,Negative,Game,"['yup', 'game', 'trash', 'didnt', 'know', 'know']",yup game trash didnt know know
230,2/22/2022,8:41:13 PM, the game always breaks,Negative,Game,"['game', 'always', 'breaks']",game always breaks
231,2/23/2022,4:59:13 PM, hunters don't even have a spec yet lol,Negative,Game,"['hunters', 'even', 'spec', 'yet', 'lol']",hunters even spec yet lol
232,2/22/2022,8:42:17 PM, cyberpunk 9.2,Negative,Game,"['cyberpunk', '9.2']",cyberpunk 9.2
233,2/22/2022,11:03:09 PM," i hated bfa, don't get me wrong, but sl is worse. ",Negative,Game,"['hated', 'bfa', 'get', 'wrong', 'sl', 'worse']",hated bfa get wrong sl worse
234,2/22/2022,6:50:14 PM, elden ring will save us,Negative,Game,"['elden', 'ring', 'save', 'us']",elden ring save us
235,2/22/2022,9:05:47 PM, what's up with twinks in the 50 bracket? we lost a bg even though it was 10v6. most of us have like 10k health while they got 24k. hunters 1 shotting me for 19k,Negative,Game,"['twinks', 'bracket', 'lost', 'bg', 'even', 'though', 'us', 'like', 'health', 'got', 'hunters', 'shotting']",twinks bracket lost bg even though us like health got hunters shotting
236,2/22/2022,5:01:27 PM, wtb port to org from oribos. portals not showing up,Negative,Game,"['wtb', 'port', 'org', 'oribos', 'portals', 'showing']",wtb port org oribos portals showing
237,2/22/2022,9:21:15 PM, come on dc me already!,Negative,Game,"['come', 'dc', 'already']",come dc already
238,2/23/2022,10:09:17 AM, orbios is bugged becasue of patch,Negative,Game,"['orbios', 'bugged', 'becasue', 'patch']",orbios bugged becasue patch
239,2/23/2022,12:22:32 AM, so who's here just to play the patch and then quit again next week?,Negative,Game,"['play', 'patch', 'quit', 'next', 'week']",play patch quit next week
240,2/22/2022,8:07:11 PM, ouch,Negative,Game,['ouch'],ouch
241,2/23/2022,10:25:18 AM, stop offering ksm you clown the season is over.,Negative,Game,"['stop', 'offering', 'ksm', 'clown', 'season']",stop offering ksm clown season
242,2/22/2022,7:29:05 PM, dead game is dead,Negative,Game,"['dead', 'game', 'dead']",dead game dead
243,2/23/2022,7:01:19 PM, yeah if they were better i'd do it but no incentive ,Negative,Game,"['yeah', 'better', 'incentive']",yeah better incentive
244,2/22/2022,6:10:43 PM, it doesn't matter,Negative,Game,['matter'],matter
245,2/23/2022,1:08:50 AM, #scammed,Negative,Game,['scammed'],scammed
246,2/22/2022,11:02:49 PM, by a mile,Negative,Game,['mile'],mile
247,2/23/2022,5:58:08 PM, lol how inflated are teneb ribs gonna be,Negative,Game,"['lol', 'inflated', 'teneb', 'ribs', 'gonna']",lol inflated teneb ribs gonna
248,2/22/2022,5:27:16 PM, im so confused,Negative,Game,['confused'],confused
249,2/23/2022,5:20:28 PM, for the 262 ring? ouch,Negative,Game,"['ring', 'ouch']",ring ouch
250,2/22/2022,9:21:10 PM, always the same complaints and we´re still paying 15 bucks for this crap,Negative,Game,"['always', 'complaints', 'still', 'paying', 'bucks', 'crap']",always complaints still paying bucks crap
251,2/23/2022,10:30:25 AM, unsub,Negative,Game,['unsub'],unsub
252,2/23/2022,10:29:39 AM, alot of times they don't fix stuff is why i'm asking,Negative,Game,"['alot', 'times', 'fix', 'stuff', 'asking']",alot times fix stuff asking
253,2/22/2022,8:06:47 PM, lol,Negative,Game,['lol'],lol
254,2/22/2022,9:20:11 PM, wouldnt be a major patch without server crashes,Negative,Game,"['wouldnt', 'major', 'patch', 'without', 'server', 'crashes']",wouldnt major patch without server crashes
255,2/23/2022,6:21:40 PM, cant even make gold on new mats cuz they aint worth a fuk,Negative,Game,"['cant', 'even', 'make', 'gold', 'new', 'mats', 'cuz', 'aint', 'worth', 'fuk']",cant even make gold new mats cuz aint worth fuk
256,2/22/2022,8:39:56 AM, rly ?,Negative,Game,['rly'],rly
257,2/23/2022,7:46:13 PM, new priest set looks like every other priest set in the game lmao,Negative,Game,"['new', 'priest', 'set', 'looks', 'like', 'every', 'priest', 'set', 'game', 'lmao']",new priest set looks like every priest set game lmao
258,2/22/2022,10:53:41 PM, that lag,Negative,Game,['lag'],lag
259,2/22/2022,10:34:48 PM, same. end this trash,Negative,Game,"['end', 'trash']",end trash
260,2/23/2022,9:24:14 PM, wow players are down big time. biggest part went to final fantasy 14,Negative,Game,"['wow', 'players', 'big', 'time', 'biggest', 'part', 'went', 'final', 'fantasy']",wow players big time biggest part went final fantasy
261,2/22/2022,6:03:07 PM, k,Negative,Game,['k'],k
262,2/23/2022,7:00:24 PM, agreed,Negative,Game,['agreed'],agreed
263,2/23/2022,1:04:57 AM, oh lord,Negative,Game,"['oh', 'lord']",oh lord
264,2/23/2022,4:47:36 PM, is anyone elses bnet friendas list broken?,Negative,Game,"['anyone', 'elses', 'bnet', 'friendas', 'list', 'broken']",anyone elses bnet friendas list broken
265,2/22/2022,9:19:52 PM, server d/c,Negative,Game,"['server', 'c']",server c
266,2/23/2022,7:46:15 PM, lol nice g name,Negative,Game,"['lol', 'nice', 'g', 'name']",lol nice g name
267,2/22/2022,11:43:11 PM, alliance sucks anyways just tell him to play horde,Negative,Game,"['alliance', 'sucks', 'anyways', 'tell', 'play', 'horde']",alliance sucks anyways tell play horde
268,2/23/2022,7:43:05 PM, new hunter set is kinda ass lmao,Negative,Game,"['new', 'hunter', 'set', 'kinda', 'ass', 'lmao']",new hunter set kinda ass lmao
269,2/23/2022,10:35:19 AM, like wtf.... waited for half year + but there still not out yet. wtf,Negative,Game,"['like', 'wtf', 'waited', 'half', 'year', 'still', 'yet', 'wtf']",like wtf waited half year still yet wtf
270,2/22/2022,8:17:29 AM, dont worry buy a new one on blizzard shop then get ur self carried  :d,Negative,Game,"['worry', 'buy', 'new', 'one', 'blizzard', 'shop', 'get', 'self', 'carried']",worry buy new one blizzard shop get self carried
271,2/22/2022,7:00:03 PM," ppl that just say ""guild offering"" and dont put their guild r probably just scammers anyway",Negative,Game,"['ppl', 'say', 'guild', 'offering', 'put', 'guild', 'r', 'probably', 'scammers', 'anyway']",ppl say guild offering put guild r probably scammers anyway
272,2/22/2022,9:19:57 PM, yolo,Negative,Game,['yolo'],yolo
273,2/23/2022,1:05:11 AM, ring it,Negative,Game,['ring'],ring
274,2/23/2022,4:06:05 PM, is the shop not working for anyone?,Negative,Game,"['shop', 'working', 'anyone']",shop working anyone
275,2/23/2022,9:28:41 PM," also the ""wow will be great next xpac"" cope has been a thing for the last 3 xpacs",Negative,Game,"['also', 'wow', 'great', 'next', 'xpac', 'cope', 'thing', 'last', 'xpacs']",also wow great next xpac cope thing last xpacs
276,2/23/2022,3:21:46 PM, dang it,Negative,Game,['dang'],dang
277,2/23/2022,10:52:21 AM, no the best gold farm on wow. is not even on wow... if that makes any sense,Negative,Game,"['best', 'gold', 'farm', 'wow', 'even', 'wow', 'makes', 'sense']",best gold farm wow even wow makes sense
278,2/23/2022,1:09:54 PM, scamming,Negative,Game,['scamming'],scamming
279,2/22/2022,7:22:48 PM, these sets are a joke lol,Negative,Game,"['sets', 'joke', 'lol']",sets joke lol
280,2/23/2022,2:30:43 PM, yep theyre crashing pretty hard,Negative,Game,"['yep', 'theyre', 'crashing', 'pretty', 'hard']",yep theyre crashing pretty hard
281,2/23/2022,12:53:11 AM, final week to pay someone to have a chance at getting what will be lfr loot next week,Negative,Game,"['final', 'week', 'pay', 'someone', 'chance', 'getting', 'lfr', 'loot', 'next', 'week']",final week pay someone chance getting lfr loot next week
282,2/23/2022,7:31:45 PM, sl story so zz,Negative,Game,"['sl', 'story', 'zz']",sl story zz
283,2/23/2022,10:37:37 AM, until now its literally a gas station toilet shit,Negative,Game,"['literally', 'gas', 'station', 'toilet', 'shit']",literally gas station toilet shit
284,2/22/2022,9:19:22 PM, lmao lag,Negative,Game,"['lmao', 'lag']",lmao lag
285,2/22/2022,8:33:16 AM, fuuuck i had today off,Negative,Game,"['fuuuck', 'today']",fuuuck today
286,2/22/2022,6:37:37 PM, imagine playing the whole time last patch,Negative,Game,"['imagine', 'playing', 'whole', 'time', 'last', 'patch']",imagine playing whole time last patch
287,2/22/2022,10:01:17 PM, can anyone else not log into their oribos toons??? please,Negative,Game,"['anyone', 'else', 'log', 'oribos', 'toons', 'please']",anyone else log oribos toons please
288,2/22/2022,11:02:33 PM, shadowlands is worst than bfa,Negative,Game,"['shadowlands', 'worst', 'bfa']",shadowlands worst bfa
289,2/22/2022,10:11:14 PM," classic is terrible, this game became good on mop",Negative,Game,"['classic', 'terrible', 'game', 'became', 'good', 'mop']",classic terrible game became good mop
290,2/23/2022,1:15:25 AM, dont think so,Negative,Game,['think'],think
291,2/22/2022,5:14:48 PM, lame,Negative,Game,['lame'],lame
292,2/22/2022,6:25:08 PM," i'm just upset that my game crashed on the way into zereth, and now i have no way to get back to it",Negative,Game,"['upset', 'game', 'crashed', 'way', 'zereth', 'way', 'get', 'back']",upset game crashed way zereth way get back
293,2/22/2022,6:18:13 PM, you get the belt.,Negative,Game,"['get', 'belt']",get belt
294,2/23/2022,8:43:40 AM, shower time already blizz!!?!?!?,Negative,Game,"['shower', 'time', 'already', 'blizz']",shower time already blizz
295,2/23/2022,7:00:57 PM, ew thats so ugly,Negative,Game,"['ew', 'ugly']",ew ugly
296,2/23/2022,2:30:48 PM," the servers, games fun ",Negative,Game,"['servers', 'games', 'fun']",servers games fun
297,2/23/2022,12:58:19 AM, im flying without a mount,Negative,Game,"['flying', 'without', 'mount']",flying without mount
298,2/23/2022,2:22:00 PM, when was feral ever great,Negative,Game,"['feral', 'ever', 'great']",feral ever great
299,2/22/2022,6:26:24 PM, i guess i going to quit my job. get some welfare and begin practicing mythic raids.,Negative,Game,"['guess', 'going', 'quit', 'job', 'get', 'welfare', 'begin', 'practicing', 'mythic', 'raids']",guess going quit job get welfare begin practicing mythic raids
300,2/22/2022,9:03:14 PM, do those even matter really,Negative,Game,"['even', 'matter', 'really']",even matter really
301,2/22/2022,10:59:42 PM, are the npcs not appearing for anyone else,Negative,Game,"['npcs', 'appearing', 'anyone', 'else']",npcs appearing anyone else
302,2/22/2022,8:33:37 AM, imagine taking the patch day off,Negative,Game,"['imagine', 'taking', 'patch', 'day']",imagine taking patch day
303,2/22/2022,8:07:14 PM, who tf would think that shit is nice,Negative,Game,"['tf', 'would', 'think', 'shit', 'nice']",tf would think shit nice
304,2/22/2022,10:31:12 PM, oribos lag?,Negative,Game,"['oribos', 'lag']",oribos lag
305,2/23/2022,2:10:14 PM, it's a depressing expac. who wants to play in hell every day?,Negative,Game,"['depressing', 'expac', 'wants', 'play', 'hell', 'every', 'day']",depressing expac wants play hell every day
306,2/22/2022,8:15:51 PM, yea it boring alts suck,Negative,Game,"['yea', 'boring', 'alts', 'suck']",yea boring alts suck
307,2/23/2022,10:08:44 AM, can i get an org protal in oribos?  i'm bugged with no portals.,Negative,Game,"['get', 'org', 'protal', 'oribos', 'bugged', 'portals']",get org protal oribos bugged portals
308,2/22/2022,8:09:18 PM, so the 2nd lego is rep locked? lmao,Negative,Game,"['lego', 'rep', 'locked', 'lmao']",lego rep locked lmao
309,2/22/2022,8:33:43 AM, when u aint playin for at least 8 hours,Negative,Game,"['aint', 'playin', 'least', 'hours']",aint playin least hours
310,2/22/2022,8:41:21 AM, i hope one day in like 50 yrs maybe they can just upload a patch without taking the game down,Negative,Game,"['hope', 'one', 'day', 'like', 'yrs', 'maybe', 'upload', 'patch', 'without', 'taking', 'game']",hope one day like yrs maybe upload patch without taking game
311,2/23/2022,10:28:31 AM, anybody know if they are going to fix the patch issues thats going on?,Negative,Game,"['anybody', 'know', 'going', 'fix', 'patch', 'issues', 'going']",anybody know going fix patch issues going
312,2/22/2022,10:37:23 PM, i wasnt offered a quest because i didnt do my kyrian campaign or korthia shit,Negative,Game,"['wasnt', 'offered', 'quest', 'didnt', 'kyrian', 'campaign', 'korthia', 'shit']",wasnt offered quest didnt kyrian campaign korthia shit
313,2/23/2022,11:47:39 AM, well the new zone sucks,Negative,Game,"['well', 'new', 'zone', 'sucks']",well new zone sucks
314,2/22/2022,8:41:43 PM, oribos is down,Negative,Game,['oribos'],oribos
315,2/22/2022,9:19:41 PM, oh fuk lag,Negative,Game,"['oh', 'fuk', 'lag']",oh fuk lag
316,2/22/2022,6:11:37 PM, i guess that's why i quit 5 years ago.,Negative,Game,"['guess', 'quit', 'years', 'ago']",guess quit years ago
317,2/22/2022,7:32:10 PM, tf am i supposed to do all week,Negative,Game,"['tf', 'supposed', 'week']",tf supposed week
318,2/22/2022,6:29:11 PM, nno,Negative,Game,['nno'],nno
319,2/22/2022,5:28:15 PM, why'd they nerf ilvl wq rewards so much?,Negative,Game,"['nerf', 'ilvl', 'wq', 'rewards', 'much']",nerf ilvl wq rewards much
320,2/22/2022,11:25:38 PM, tf is everyone lol,Negative,Game,"['tf', 'everyone', 'lol']",tf everyone lol
321,2/22/2022,9:00:26 PM, helllllllp,Negative,Game,['helllllllp'],helllllllp
322,2/23/2022,12:58:06 AM, server dying?,Negative,Game,"['server', 'dying']",server dying
323,2/22/2022,6:03:27 PM," not exactly tough competition, there, with zones",Negative,Game,"['exactly', 'tough', 'competition', 'zones']",exactly tough competition zones
324,2/22/2022,8:59:00 PM, org is very broke,Negative,Game,"['org', 'broke']",org broke
325,2/22/2022,8:39:02 AM," ""happy patch day, i feel so broken i hope we're gonna be okay. when nothing's working all i want to do is play""",Negative,Game,"['happy', 'patch', 'day', 'feel', 'broken', 'hope', 'gonna', 'okay', 'nothing', 'working', 'want', 'play']",happy patch day feel broken hope gonna okay nothing working want play
326,2/23/2022,1:06:26 AM, i just subbed back and a major city is broken,Negative,Game,"['subbed', 'back', 'major', 'city', 'broken']",subbed back major city broken
327,2/22/2022,8:41:00 PM, how do i get my old cheetah this new one is shit,Negative,Game,"['get', 'old', 'cheetah', 'new', 'one', 'shit']",get old cheetah new one shit
328,2/23/2022,1:05:15 AM, *bring,Negative,Game,['bring'],bring
329,2/22/2022,7:29:18 PM, loll this isint a patch,Negative,Game,"['loll', 'isint', 'patch']",loll isint patch
330,2/22/2022,7:18:48 PM, what dafuck the new stuff at,Negative,Game,"['dafuck', 'new', 'stuff']",dafuck new stuff
331,2/23/2022,7:47:23 PM, nice game get on to dc and cant do nothing but type,Negative,Game,"['nice', 'game', 'get', 'dc', 'cant', 'nothing', 'type']",nice game get dc cant nothing type
332,2/22/2022,10:39:36 PM," i waited 22 min to get into last brawl just to have 8 people afk, few lost in a street and 1 guy running from a dk",Negative,Game,"['waited', 'min', 'get', 'last', 'brawl', 'people', 'afk', 'lost', 'street', 'guy', 'running', 'dk']",waited min get last brawl people afk lost street guy running dk
333,2/22/2022,8:16:26 PM, i don't want to do the campaign it's super resident :c,Negative,Game,"['want', 'campaign', 'super', 'resident', 'c']",want campaign super resident c
334,2/23/2022,1:34:05 PM, wish people who didnt do any of the sl campaign could just go to the new zone ,Negative,Game,"['wish', 'people', 'didnt', 'sl', 'campaign', 'could', 'go', 'new', 'zone']",wish people didnt sl campaign could go new zone
335,2/23/2022,7:56:42 PM, nobody's got time for dialys ,Negative,Game,"['nobody', 'got', 'time', 'dialys']",nobody got time dialys
336,2/22/2022,8:06:40 PM, who desgin this?,Negative,Game,['desgin'],desgin
337,2/22/2022,8:43:12 AM, i wouldnt expect to play until fairly late tonight,Negative,Game,"['wouldnt', 'expect', 'play', 'fairly', 'late', 'tonight']",wouldnt expect play fairly late tonight
338,2/22/2022,8:08:08 PM, lmao,Negative,Game,['lmao'],lmao
339,2/22/2022,6:26:05 PM, korthia gear was the most useless function of this game of all time,Negative,Game,"['korthia', 'gear', 'useless', 'function', 'game', 'time']",korthia gear useless function game time
340,2/22/2022,11:03:39 PM, im waiting for my sub to end so i can just pvp on my twink ,Negative,Game,"['waiting', 'sub', 'end', 'pvp', 'twink']",waiting sub end pvp twink
341,2/22/2022,7:29:25 PM, kek,Negative,Game,['kek'],kek
342,2/23/2022,9:22:34 PM," ""nah bro wow player numbers are the same as always no one left the game for other ones!"" okay lmao",Negative,Game,"['nah', 'bro', 'wow', 'player', 'numbers', 'always', 'one', 'left', 'game', 'ones', 'okay', 'lmao']",nah bro wow player numbers always one left game ones okay lmao
343,2/22/2022,9:20:00 PM, later boys,Negative,Game,"['later', 'boys']",later boys
344,2/23/2022,10:12:09 PM, the pvp gear looks like trash this tier,Negative,Game,"['pvp', 'gear', 'looks', 'like', 'trash', 'tier']",pvp gear looks like trash tier
345,2/22/2022,7:28:58 PM, things seem kind of dead for a new patch,Negative,Game,"['things', 'seem', 'kind', 'dead', 'new', 'patch']",things seem kind dead new patch
346,2/22/2022,5:48:02 PM, :(,Negative,Game,['negative'],negative
347,2/22/2022,11:38:42 PM, its in the process of crashing,Negative,Game,"['process', 'crashing']",process crashing
348,2/22/2022,8:41:20 AM, hopefully only 3-4 :/,Negative,Game,['hopefully'],hopefully
349,2/23/2022,9:25:58 PM, nice try ripdonvito i already canceled my sub just playing til tomorrow,Negative,Game,"['nice', 'try', 'ripdonvito', 'already', 'canceled', 'sub', 'playing', 'til', 'tomorrow']",nice try ripdonvito already canceled sub playing til tomorrow
350,2/22/2022,6:36:58 PM, imagine needing catch up gear,Negative,Game,"['imagine', 'needing', 'catch', 'gear']",imagine needing catch gear
351,2/22/2022,8:15:41 PM," bro i dont want to do that shit,for real man ",Negative,Game,"['bro', 'want', 'shit', 'real', 'man']",bro want shit real man
352,2/22/2022,5:48:35 PM, i just dont have it,Negative,Game,['negative'],negative
353,2/22/2022,8:56:07 PM, so is anyone else getting ported back to oribos during a hasty voyage?,Negative,Game,"['anyone', 'else', 'getting', 'ported', 'back', 'oribos', 'hasty', 'voyage']",anyone else getting ported back oribos hasty voyage
354,2/22/2022,8:41:36 AM, racing towards lvl 50 before i get zanosed by blizz,Negative,Game,"['racing', 'towards', 'lvl', 'get', 'zanosed', 'blizz']",racing towards lvl get zanosed blizz
355,2/23/2022,10:45:31 AM, f,Negative,Game,['f'],f
356,2/22/2022,6:06:22 PM, lol veild market heroic will only give 155 gear.,Negative,Game,"['lol', 'veild', 'market', 'heroic', 'give', 'gear']",lol veild market heroic give gear
357,2/22/2022,8:06:36 PM, ugly as fuckgaze of the infinite infantrypauldrons of the infinite infantry,Negative,Game,"['ugly', 'fuckgaze', 'infinite', 'infantrypauldrons', 'infinite', 'infantry']",ugly fuckgaze infinite infantrypauldrons infinite infantry
358,2/22/2022,8:15:44 AM, i am nerd raging hard. i am untethered and my rage knows no bounds,Negative,Game,"['nerd', 'raging', 'hard', 'untethered', 'rage', 'knows', 'bounds']",nerd raging hard untethered rage knows bounds
359,2/22/2022,8:12:49 PM, frost mages get nerfed sadge,Negative,Game,"['frost', 'mages', 'get', 'nerfed', 'sadge']",frost mages get nerfed sadge
360,2/23/2022,10:10:11 AM, i have no portals,Negative,Game,['portals'],portals
361,2/23/2022,2:35:36 PM, if u want your account suspended for 30 days keep buying those boost guys,Negative,Game,"['want', 'account', 'suspended', 'days', 'keep', 'buying', 'boost', 'guys']",want account suspended days keep buying boost guys
362,2/22/2022,6:55:35 PM, so basically nothing else,Negative,Game,"['basically', 'nothing', 'else']",basically nothing else
363,2/23/2022,8:52:52 AM, the end of the world is near!,Negative,Game,"['end', 'world', 'near']",end world near
364,2/22/2022,11:02:49 PM, new zone boring ,Negative,Game,"['new', 'zone', 'boring']",new zone boring
365,2/22/2022,8:08:08 PM, well penis,Negative,Game,"['well', 'penis']",well penis
366,2/22/2022,9:21:13 PM, i cant exit,Negative,Game,"['cant', 'exit']",cant exit
367,2/23/2022,1:07:49 AM," they told me ""if u start late u will be behind on rep/materials"" and shit",Negative,Game,"['told', 'start', 'late', 'behind', 'rep', 'materials', 'shit']",told start late behind rep materials shit
368,2/23/2022,1:22:53 PM, gomikkafgar-area52 is a scammer 100%,Negative,Game,"['gomikkafgar', 'area', 'scammer']",gomikkafgar area scammer
369,2/22/2022,8:12:50 PM, rip all those werebear skins sadge,Negative,Game,"['rip', 'werebear', 'skins', 'sadge']",rip werebear skins sadge
370,2/22/2022,7:30:57 PM," never gonna happen, this is a pve game now",Negative,Game,"['never', 'gonna', 'happen', 'pve', 'game']",never gonna happen pve game
371,2/22/2022,8:53:01 PM, 126k for 262 mail boot leggo? ya'll are scammers!,Negative,Game,"['mail', 'boot', 'leggo', 'ya', 'scammers']",mail boot leggo ya scammers
372,2/22/2022,9:00:21 PM, silly indie devs,Negative,Game,"['silly', 'indie', 'devs']",silly indie devs
373,2/22/2022,11:25:58 PM, dcs are weird,Negative,Game,"['dcs', 'weird']",dcs weird
374,2/23/2022,5:10:41 PM, hah,Negative,Game,['hah'],hah
375,2/22/2022,8:58:49 PM, same with orgrimmar,Negative,Game,['orgrimmar'],orgrimmar
376,2/22/2022,6:07:11 PM, unsub,Negative,Game,['unsub'],unsub
377,2/22/2022,8:41:11 PM, it always like this on patch launch days,Negative,Game,"['always', 'like', 'patch', 'launch', 'days']",always like patch launch days
378,2/23/2022,7:44:22 PM, triple fact,Negative,Game,"['triple', 'fact']",triple fact
379,2/22/2022,8:19:02 AM, gosh darn boosterino's,Negative,Game,"['gosh', 'darn', 'boosterino']",gosh darn boosterino
380,2/23/2022,12:58:03 AM, dead?,Negative,Game,['dead'],dead
381,2/23/2022,9:45:42 PM, how do i get back to new zone??? ,Negative,Game,"['get', 'back', 'new', 'zone']",get back new zone
382,2/22/2022,8:58:55 PM, pvp gear is the same??? the whole purpose of wow is pvp,Negative,Game,"['pvp', 'gear', 'whole', 'purpose', 'wow', 'pvp']",pvp gear whole purpose wow pvp
